Model,Type,Name,SecondaryName,Population,HasStratification,NumFlows,FlowTypes,Source,Confidence,Notes,Target,FlowType,Rate,HasStratumSpecificRates,Description,ParameterType,Value,Unit
Ebola,Compartment,Susceptible People,,0,False,1.0,RateFlow,Model file,Certain,,,,,,,,,
Ebola,Compartment,Infectious People,,0,False,2.0,RateFlow,Model file,Certain,,,,,,,,,
Ebola,Compartment,Quarantine People,,0,False,2.0,RateFlow,Model file,Certain,,,,,,,,,
Ebola,Compartment,Recovered Disease,,0,False,0.0,None,Model file,Certain,,,,,,,,,
Ebola,Compartment,Ebola Virus Pathogens in the Environment,,0,False,0.0,None,Model file,Certain,,,,,,,,,
Ebola,Compartment,Deceased People,,0,False,1.0,RateFlow,Model file,Certain,,,,,,,,,
Ebola,Flow,,,,,,,Model file,Certain,,Infectious People,RateFlow,//@parameters.2,False,"Transmission of the disease through contact with infectious people, deceased, or the environment.",,,
Ebola,Flow,,,,,,,Model file,Certain,,Quarantine People,RateFlow,//@parameters.2,False,Infected individuals being quarantined.,,,
Ebola,Flow,,,,,,,Model file,Certain,,Ebola Virus Pathogens in the Environment,RateFlow,//@parameters.2,False,Shedding of pathogens into the environment by infected individuals.,,,
Ebola,Flow,,,,,,,Model file,Certain,,Recovered Disease,RateFlow,//@parameters.9,False,Quarantined individuals recovering from the disease.,,,
Ebola,Flow,,,,,,,Model file,Certain,,Deceased People,RateFlow,0.0,False,Quarantined individuals dying from the disease.,,,
Ebola,Flow,,,,,,,Model file,Certain,,Ebola Virus Pathogens in the Environment,RateFlow,0.0,False,Shedding of pathogens into the environment by deceased individuals.,,,
Ebola,Parameter,Recruitment rate of susceptible people,,,,,,Model file,Certain,,,,,,Rate at which susceptible individuals are recruited.,CONSTANT,10,per day
Ebola,Parameter,Recruitment rate of infected people,,,,,,Model file,Certain,,,,,,Rate at which infected individuals are recruited.,CONSTANT,3,per day
Ebola,Parameter,Effective contact rate of infected humans,,,,,,Model file,Certain,,,,,,Rate of effective contact with infected humans.,CONSTANT,0.006,per day
Ebola,Parameter,Contact rate of Ebola virus pathogens in the environment,,,,,,Model file,Certain,,,,,,Rate of contact with Ebola virus pathogens in the environment.,CONSTANT,0.0012,per day
Ebola,Parameter,Rate of contact with deceased humans,,,,,,Model file,Certain,,,,,,Rate of effective contact with deceased humans.,CONSTANT,0.006,per day
Ebola,Parameter,Natural death rate of humans,,,,,,Model file,Certain,,,,,,Natural death rate of humans.,CONSTANT,0.5,per day
Ebola,Parameter,Death rate due to infection,,,,,,Model file,Certain,,,,,,Rate of deaths due to infection.,CONSTANT,0.123,per day
Ebola,Parameter,Rate of shedding of infected humans,,,,,,Model file,Certain,,,,,,Rate at which infected humans shed pathogens.,CONSTANT,0.04,per day
Ebola,Parameter,Rate at which infected people are quarantined,,,,,,Model file,Certain,,,,,,Rate at which infected individuals are quarantined.,CONSTANT,0.12,per day
Ebola,Parameter,Rate at which quarantined people recover,,,,,,Model file,Certain,,,,,,Rate at which quarantined individuals recover.,CONSTANT,0.04,per day
Ebola,Parameter,Rate at which quarantined people die,,,,,,Model file,Certain,,,,,,Rate at which quarantined individuals die.,CONSTANT,0.22,per day
Ebola,Parameter,Proportion of shedding of deceased people,,,,,,Model file,Certain,,,,,,Proportion of shedding of pathogens by deceased individuals.,CONSTANT,0.04,per day
Ebola,Parameter,Proportion rate of burial of deceased people,,,,,,Model file,Certain,,,,,,Proportion rate of burial of deceased individuals.,CONSTANT,0.8,per day
Ebola,Parameter,Rate at which Ebola virus decays in the environment,,,,,,Model file,Certain,,,,,,Rate at which Ebola virus decays in the environment.,CONSTANT,0,per day
