[0-4, Aging, None, S, Tuite-Covid-Model, Tuite-Covid-Model-Stratified, comorbidity, link]
[5-9, Aging, None, S, Tuite-Covid-Model, Tuite-Covid-Model-Stratified, comorbidity, link]
[10-14, Aging, None, S, Tuite-Covid-Model, Tuite-Covid-Model-Stratified, comorbidity, link]
[15-19, Aging, None, S, Tuite-Covid-Model, Tuite-Covid-Model-Stratified, comorbidity, link]
[20-24, Aging, None, S, Tuite-Covid-Model, Tuite-Covid-Model-Stratified, comorbidity, link]
[25-29, Aging, None, S, Tuite-Covid-Model, Tuite-Covid-Model-Stratified, comorbidity, link]
[30-34, Aging, None, S, Tuite-Covid-Model, Tuite-Covid-Model-Stratified, comorbidity, link]
[35-39, Aging, None, S, Tuite-Covid-Model, Tuite-Covid-Model-Stratified, comorbidity, link]
[40-44, Aging, None, S, Tuite-Covid-Model, Tuite-Covid-Model-Stratified, comorbidity, link]
[45-49, Aging, None, S, Tuite-Covid-Model, Tuite-Covid-Model-Stratified, comorbidity, link]
[50-54, Aging, None, S, Tuite-Covid-Model, Tuite-Covid-Model-Stratified, comorbidity, link]
[55-59, Aging, None, S, Tuite-Covid-Model, Tuite-Covid-Model-Stratified, comorbidity, link]
[60-64, Aging, None, S, Tuite-Covid-Model, Tuite-Covid-Model-Stratified, comorbidity, link]
[65-69, Aging, None, S, Tuite-Covid-Model, Tuite-Covid-Model-Stratified, comorbidity, link]
[70-74, Aging, None, S, Tuite-Covid-Model, Tuite-Covid-Model-Stratified, comorbidity, link]
[75+, Aging, None, S, Tuite-Covid-Model, Tuite-Covid-Model-Stratified, comorbidity, link]
[0-4, Aging, S, Some, Tuite-Covid-Model, Tuite-Covid-Model-Stratified, comorbidity, link]
[5-9, Aging, S, Some, Tuite-Covid-Model, Tuite-Covid-Model-Stratified, comorbidity, link]
[10-14, Aging, S, Some, Tuite-Covid-Model, Tuite-Covid-Model-Stratified, comorbidity, link]
[15-19, Aging, S, Some, Tuite-Covid-Model, Tuite-Covid-Model-Stratified, comorbidity, link]
[20-24, Aging, S, Some, Tuite-Covid-Model, Tuite-Covid-Model-Stratified, comorbidity, link]
[25-29, Aging, S, Some, Tuite-Covid-Model, Tuite-Covid-Model-Stratified, comorbidity, link]
[30-34, Aging, S, Some, Tuite-Covid-Model, Tuite-Covid-Model-Stratified, comorbidity, link]
[35-39, Aging, S, Some, Tuite-Covid-Model, Tuite-Covid-Model-Stratified, comorbidity, link]
[40-44, Aging, S, Some, Tuite-Covid-Model, Tuite-Covid-Model-Stratified, comorbidity, link]
[45-49, Aging, S, Some, Tuite-Covid-Model, Tuite-Covid-Model-Stratified, comorbidity, link]
[50-54, Aging, S, Some, Tuite-Covid-Model, Tuite-Covid-Model-Stratified, comorbidity, link]
[55-59, Aging, S, Some, Tuite-Covid-Model, Tuite-Covid-Model-Stratified, comorbidity, link]
[60-64, Aging, S, Some, Tuite-Covid-Model, Tuite-Covid-Model-Stratified, comorbidity, link]
[65-69, Aging, S, Some, Tuite-Covid-Model, Tuite-Covid-Model-Stratified, comorbidity, link]
[70-74, Aging, S, Some, Tuite-Covid-Model, Tuite-Covid-Model-Stratified, comorbidity, link]
[75+, Aging, S, Some, Tuite-Covid-Model, Tuite-Covid-Model-Stratified, comorbidity, link]
[0-4, Aging, E, E+I, E+I+Isolation, Isolation, None, Tuite-Covid-Model, Tuite-Covid-Model-Stratified, comorbidity, link, not-isolated]
[5-9, Aging, E, E+I, E+I+Isolation, Isolation, None, Tuite-Covid-Model, Tuite-Covid-Model-Stratified, comorbidity, link, not-isolated]
[10-14, Aging, E, E+I, E+I+Isolation, Isolation, None, Tuite-Covid-Model, Tuite-Covid-Model-Stratified, comorbidity, link, not-isolated]
[15-19, Aging, E, E+I, E+I+Isolation, Isolation, None, Tuite-Covid-Model, Tuite-Covid-Model-Stratified, comorbidity, link, not-isolated]
[20-24, Aging, E, E+I, E+I+Isolation, Isolation, None, Tuite-Covid-Model, Tuite-Covid-Model-Stratified, comorbidity, link, not-isolated]
[25-29, Aging, E, E+I, E+I+Isolation, Isolation, None, Tuite-Covid-Model, Tuite-Covid-Model-Stratified, comorbidity, link, not-isolated]
[30-34, Aging, E, E+I, E+I+Isolation, Isolation, None, Tuite-Covid-Model, Tuite-Covid-Model-Stratified, comorbidity, link, not-isolated]
[35-39, Aging, E, E+I, E+I+Isolation, Isolation, None, Tuite-Covid-Model, Tuite-Covid-Model-Stratified, comorbidity, link, not-isolated]
[40-44, Aging, E, E+I, E+I+Isolation, Isolation, None, Tuite-Covid-Model, Tuite-Covid-Model-Stratified, comorbidity, link, not-isolated]
[45-49, Aging, E, E+I, E+I+Isolation, Isolation, None, Tuite-Covid-Model, Tuite-Covid-Model-Stratified, comorbidity, link, not-isolated]
[50-54, Aging, E, E+I, E+I+Isolation, Isolation, None, Tuite-Covid-Model, Tuite-Covid-Model-Stratified, comorbidity, link, not-isolated]
[55-59, Aging, E, E+I, E+I+Isolation, Isolation, None, Tuite-Covid-Model, Tuite-Covid-Model-Stratified, comorbidity, link, not-isolated]
[60-64, Aging, E, E+I, E+I+Isolation, Isolation, None, Tuite-Covid-Model, Tuite-Covid-Model-Stratified, comorbidity, link, not-isolated]
[65-69, Aging, E, E+I, E+I+Isolation, Isolation, None, Tuite-Covid-Model, Tuite-Covid-Model-Stratified, comorbidity, link, not-isolated]
[70-74, Aging, E, E+I, E+I+Isolation, Isolation, None, Tuite-Covid-Model, Tuite-Covid-Model-Stratified, comorbidity, link, not-isolated]
[75+, Aging, E, E+I, E+I+Isolation, Isolation, None, Tuite-Covid-Model, Tuite-Covid-Model-Stratified, comorbidity, link, not-isolated]
[0-4, Aging, E, E+I, E+I+Isolation, Isolation, Some, Tuite-Covid-Model, Tuite-Covid-Model-Stratified, comorbidity, link, not-isolated]
[5-9, Aging, E, E+I, E+I+Isolation, Isolation, Some, Tuite-Covid-Model, Tuite-Covid-Model-Stratified, comorbidity, link, not-isolated]
[10-14, Aging, E, E+I, E+I+Isolation, Isolation, Some, Tuite-Covid-Model, Tuite-Covid-Model-Stratified, comorbidity, link, not-isolated]
[15-19, Aging, E, E+I, E+I+Isolation, Isolation, Some, Tuite-Covid-Model, Tuite-Covid-Model-Stratified, comorbidity, link, not-isolated]
[20-24, Aging, E, E+I, E+I+Isolation, Isolation, Some, Tuite-Covid-Model, Tuite-Covid-Model-Stratified, comorbidity, link, not-isolated]
[25-29, Aging, E, E+I, E+I+Isolation, Isolation, Some, Tuite-Covid-Model, Tuite-Covid-Model-Stratified, comorbidity, link, not-isolated]
[30-34, Aging, E, E+I, E+I+Isolation, Isolation, Some, Tuite-Covid-Model, Tuite-Covid-Model-Stratified, comorbidity, link, not-isolated]
[35-39, Aging, E, E+I, E+I+Isolation, Isolation, Some, Tuite-Covid-Model, Tuite-Covid-Model-Stratified, comorbidity, link, not-isolated]
[40-44, Aging, E, E+I, E+I+Isolation, Isolation, Some, Tuite-Covid-Model, Tuite-Covid-Model-Stratified, comorbidity, link, not-isolated]
[45-49, Aging, E, E+I, E+I+Isolation, Isolation, Some, Tuite-Covid-Model, Tuite-Covid-Model-Stratified, comorbidity, link, not-isolated]
[50-54, Aging, E, E+I, E+I+Isolation, Isolation, Some, Tuite-Covid-Model, Tuite-Covid-Model-Stratified, comorbidity, link, not-isolated]
[55-59, Aging, E, E+I, E+I+Isolation, Isolation, Some, Tuite-Covid-Model, Tuite-Covid-Model-Stratified, comorbidity, link, not-isolated]
[60-64, Aging, E, E+I, E+I+Isolation, Isolation, Some, Tuite-Covid-Model, Tuite-Covid-Model-Stratified, comorbidity, link, not-isolated]
[65-69, Aging, E, E+I, E+I+Isolation, Isolation, Some, Tuite-Covid-Model, Tuite-Covid-Model-Stratified, comorbidity, link, not-isolated]
[70-74, Aging, E, E+I, E+I+Isolation, Isolation, Some, Tuite-Covid-Model, Tuite-Covid-Model-Stratified, comorbidity, link, not-isolated]
[75+, Aging, E, E+I, E+I+Isolation, Isolation, Some, Tuite-Covid-Model, Tuite-Covid-Model-Stratified, comorbidity, link, not-isolated]
[0-4, Aging, E+I, E+I+Isolation, I, Isolation, None, Tuite-Covid-Model, Tuite-Covid-Model-Stratified, comorbidity, link, not-isolated, presym]
[5-9, Aging, E+I, E+I+Isolation, I, Isolation, None, Tuite-Covid-Model, Tuite-Covid-Model-Stratified, comorbidity, link, not-isolated, presym]
[10-14, Aging, E+I, E+I+Isolation, I, Isolation, None, Tuite-Covid-Model, Tuite-Covid-Model-Stratified, comorbidity, link, not-isolated, presym]
[15-19, Aging, E+I, E+I+Isolation, I, Isolation, None, Tuite-Covid-Model, Tuite-Covid-Model-Stratified, comorbidity, link, not-isolated, presym]
[20-24, Aging, E+I, E+I+Isolation, I, Isolation, None, Tuite-Covid-Model, Tuite-Covid-Model-Stratified, comorbidity, link, not-isolated, presym]
[25-29, Aging, E+I, E+I+Isolation, I, Isolation, None, Tuite-Covid-Model, Tuite-Covid-Model-Stratified, comorbidity, link, not-isolated, presym]
[30-34, Aging, E+I, E+I+Isolation, I, Isolation, None, Tuite-Covid-Model, Tuite-Covid-Model-Stratified, comorbidity, link, not-isolated, presym]
[35-39, Aging, E+I, E+I+Isolation, I, Isolation, None, Tuite-Covid-Model, Tuite-Covid-Model-Stratified, comorbidity, link, not-isolated, presym]
[40-44, Aging, E+I, E+I+Isolation, I, Isolation, None, Tuite-Covid-Model, Tuite-Covid-Model-Stratified, comorbidity, link, not-isolated, presym]
[45-49, Aging, E+I, E+I+Isolation, I, Isolation, None, Tuite-Covid-Model, Tuite-Covid-Model-Stratified, comorbidity, link, not-isolated, presym]
[50-54, Aging, E+I, E+I+Isolation, I, Isolation, None, Tuite-Covid-Model, Tuite-Covid-Model-Stratified, comorbidity, link, not-isolated, presym]
[55-59, Aging, E+I, E+I+Isolation, I, Isolation, None, Tuite-Covid-Model, Tuite-Covid-Model-Stratified, comorbidity, link, not-isolated, presym]
[60-64, Aging, E+I, E+I+Isolation, I, Isolation, None, Tuite-Covid-Model, Tuite-Covid-Model-Stratified, comorbidity, link, not-isolated, presym]
[65-69, Aging, E+I, E+I+Isolation, I, Isolation, None, Tuite-Covid-Model, Tuite-Covid-Model-Stratified, comorbidity, link, not-isolated, presym]
[70-74, Aging, E+I, E+I+Isolation, I, Isolation, None, Tuite-Covid-Model, Tuite-Covid-Model-Stratified, comorbidity, link, not-isolated, presym]
[75+, Aging, E+I, E+I+Isolation, I, Isolation, None, Tuite-Covid-Model, Tuite-Covid-Model-Stratified, comorbidity, link, not-isolated, presym]
[0-4, Aging, E+I, E+I+Isolation, I, Isolation, Some, Tuite-Covid-Model, Tuite-Covid-Model-Stratified, comorbidity, link, not-isolated, presym]
[5-9, Aging, E+I, E+I+Isolation, I, Isolation, Some, Tuite-Covid-Model, Tuite-Covid-Model-Stratified, comorbidity, link, not-isolated, presym]
[10-14, Aging, E+I, E+I+Isolation, I, Isolation, Some, Tuite-Covid-Model, Tuite-Covid-Model-Stratified, comorbidity, link, not-isolated, presym]
[15-19, Aging, E+I, E+I+Isolation, I, Isolation, Some, Tuite-Covid-Model, Tuite-Covid-Model-Stratified, comorbidity, link, not-isolated, presym]
[20-24, Aging, E+I, E+I+Isolation, I, Isolation, Some, Tuite-Covid-Model, Tuite-Covid-Model-Stratified, comorbidity, link, not-isolated, presym]
[25-29, Aging, E+I, E+I+Isolation, I, Isolation, Some, Tuite-Covid-Model, Tuite-Covid-Model-Stratified, comorbidity, link, not-isolated, presym]
[30-34, Aging, E+I, E+I+Isolation, I, Isolation, Some, Tuite-Covid-Model, Tuite-Covid-Model-Stratified, comorbidity, link, not-isolated, presym]
[35-39, Aging, E+I, E+I+Isolation, I, Isolation, Some, Tuite-Covid-Model, Tuite-Covid-Model-Stratified, comorbidity, link, not-isolated, presym]
[40-44, Aging, E+I, E+I+Isolation, I, Isolation, Some, Tuite-Covid-Model, Tuite-Covid-Model-Stratified, comorbidity, link, not-isolated, presym]
[45-49, Aging, E+I, E+I+Isolation, I, Isolation, Some, Tuite-Covid-Model, Tuite-Covid-Model-Stratified, comorbidity, link, not-isolated, presym]
[50-54, Aging, E+I, E+I+Isolation, I, Isolation, Some, Tuite-Covid-Model, Tuite-Covid-Model-Stratified, comorbidity, link, not-isolated, presym]
[55-59, Aging, E+I, E+I+Isolation, I, Isolation, Some, Tuite-Covid-Model, Tuite-Covid-Model-Stratified, comorbidity, link, not-isolated, presym]
[60-64, Aging, E+I, E+I+Isolation, I, Isolation, Some, Tuite-Covid-Model, Tuite-Covid-Model-Stratified, comorbidity, link, not-isolated, presym]
[65-69, Aging, E+I, E+I+Isolation, I, Isolation, Some, Tuite-Covid-Model, Tuite-Covid-Model-Stratified, comorbidity, link, not-isolated, presym]
[70-74, Aging, E+I, E+I+Isolation, I, Isolation, Some, Tuite-Covid-Model, Tuite-Covid-Model-Stratified, comorbidity, link, not-isolated, presym]
[75+, Aging, E+I, E+I+Isolation, I, Isolation, Some, Tuite-Covid-Model, Tuite-Covid-Model-Stratified, comorbidity, link, not-isolated, presym]
[0-4, Aging, E+I, E+I+Isolation, I, Isolation, None, Tuite-Covid-Model, Tuite-Covid-Model-Stratified, comorbidity, link, mild, not-isolated]
[5-9, Aging, E+I, E+I+Isolation, I, Isolation, None, Tuite-Covid-Model, Tuite-Covid-Model-Stratified, comorbidity, link, mild, not-isolated]
[10-14, Aging, E+I, E+I+Isolation, I, Isolation, None, Tuite-Covid-Model, Tuite-Covid-Model-Stratified, comorbidity, link, mild, not-isolated]
[15-19, Aging, E+I, E+I+Isolation, I, Isolation, None, Tuite-Covid-Model, Tuite-Covid-Model-Stratified, comorbidity, link, mild, not-isolated]
[20-24, Aging, E+I, E+I+Isolation, I, Isolation, None, Tuite-Covid-Model, Tuite-Covid-Model-Stratified, comorbidity, link, mild, not-isolated]
[25-29, Aging, E+I, E+I+Isolation, I, Isolation, None, Tuite-Covid-Model, Tuite-Covid-Model-Stratified, comorbidity, link, mild, not-isolated]
[30-34, Aging, E+I, E+I+Isolation, I, Isolation, None, Tuite-Covid-Model, Tuite-Covid-Model-Stratified, comorbidity, link, mild, not-isolated]
[35-39, Aging, E+I, E+I+Isolation, I, Isolation, None, Tuite-Covid-Model, Tuite-Covid-Model-Stratified, comorbidity, link, mild, not-isolated]
[40-44, Aging, E+I, E+I+Isolation, I, Isolation, None, Tuite-Covid-Model, Tuite-Covid-Model-Stratified, comorbidity, link, mild, not-isolated]
[45-49, Aging, E+I, E+I+Isolation, I, Isolation, None, Tuite-Covid-Model, Tuite-Covid-Model-Stratified, comorbidity, link, mild, not-isolated]
[50-54, Aging, E+I, E+I+Isolation, I, Isolation, None, Tuite-Covid-Model, Tuite-Covid-Model-Stratified, comorbidity, link, mild, not-isolated]
[55-59, Aging, E+I, E+I+Isolation, I, Isolation, None, Tuite-Covid-Model, Tuite-Covid-Model-Stratified, comorbidity, link, mild, not-isolated]
[60-64, Aging, E+I, E+I+Isolation, I, Isolation, None, Tuite-Covid-Model, Tuite-Covid-Model-Stratified, comorbidity, link, mild, not-isolated]
[65-69, Aging, E+I, E+I+Isolation, I, Isolation, None, Tuite-Covid-Model, Tuite-Covid-Model-Stratified, comorbidity, link, mild, not-isolated]
[70-74, Aging, E+I, E+I+Isolation, I, Isolation, None, Tuite-Covid-Model, Tuite-Covid-Model-Stratified, comorbidity, link, mild, not-isolated]
[75+, Aging, E+I, E+I+Isolation, I, Isolation, None, Tuite-Covid-Model, Tuite-Covid-Model-Stratified, comorbidity, link, mild, not-isolated]
[0-4, Aging, E+I, E+I+Isolation, I, Isolation, Some, Tuite-Covid-Model, Tuite-Covid-Model-Stratified, comorbidity, link, mild, not-isolated]
[5-9, Aging, E+I, E+I+Isolation, I, Isolation, Some, Tuite-Covid-Model, Tuite-Covid-Model-Stratified, comorbidity, link, mild, not-isolated]
[10-14, Aging, E+I, E+I+Isolation, I, Isolation, Some, Tuite-Covid-Model, Tuite-Covid-Model-Stratified, comorbidity, link, mild, not-isolated]
